"487","ElectionReturns_G10CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"488","ElectionReturns_G10CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"489","ElectionReturns_G10CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"490","ElectionReturns_G10PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"491","ElectionReturns_G10PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"492","ElectionReturns_G10PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"493","ElectionReturns_G10PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"494","ElectionReturns_G12_Cnty_Margin_Obama_D","5",""
"495","ElectionReturns_G12_Cnty_Percent_Obama_D","5",""
"496","ElectionReturns_G12_Cnty_Vote_Obama_D","10",""
"497","ElectionReturns_G12_Cnty_Margin_Romney_R","5",""
"498","ElectionReturns_G12_Cnty_Percent_Romney_R","5",""
"499","ElectionReturns_G12_Cnty_Vote_Romney_R","10",""
"500","ElectionReturns_G12CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"501","ElectionReturns_G12CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"502","ElectionReturns_G12CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"503","ElectionReturns_G12CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"504","ElectionReturns_G12PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"505","ElectionReturns_G12PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"506","ElectionReturns_G12PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"507","ElectionReturns_G12PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"508","ElectionReturns_G14CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"509","ElectionReturns_G14CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"510","ElectionReturns_G14CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"511","ElectionReturns_G14CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"512","ElectionReturns_G14PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"513","ElectionReturns_G14PrecinctTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"514","ElectionReturns_G14PrecinctTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"515","ElectionReturns_G14PrecinctTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"516","ElectionReturns_G16_Cnty_Margin_Clinton_D","5",""
"517","ElectionReturns_G16_Cnty_Percent_Clinton_D","5",""
"518","ElectionReturns_G16_Cnty_Vote_Clinton_D","10",""
"519","ElectionReturns_G16_Cnty_Margin_Trump_R","5",""
"520","ElectionReturns_G16_Cnty_Percent_Trump_R","5",""
"521","ElectionReturns_G16_Cnty_Vote_Trump_R","10",""
"522","ElectionReturns_G16CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"523","ElectionReturns_G16CountyTurnoutDemocrats","5","County Election Results for Presidential candidate in specified year"
"524","ElectionReturns_G16CountyTurnoutIndependentsAllOthers","5","County Election Results for Presidential candidate in specified year"
"525","ElectionReturns_G16CountyTurnoutRepublicans","5","County Election Results for Presidential candidate in specified year"
"526","ElectionReturns_G16PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"527","ElectionReturns_G16PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"528","ElectionReturns_G16PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"529","ElectionReturns_G16PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"530","ElectionReturns_G18CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"531","ElectionReturns_G18CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"532","ElectionReturns_G18CountyTurnoutIndependentsAllOthers","5","County percentage of specified party voters having voted in specified election"
"533","ElectionReturns_G18CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"534","ElectionReturns_G18PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"535","ElectionReturns_G18PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"536","ElectionReturns_G18PrecinctTurnoutIndependentsAllOthers","5","Precinct percentage of specified party voters having voted in specified election"
"537","ElectionReturns_G18PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"538","ElectionReturns_P08_Cnty_Pct_Biden_D","5",""
"539","ElectionReturns_P08_Cnty_Pct_Clinton_D","5",""
"540","ElectionReturns_P08_Cnty_Pct_Dodd_D","5",""
"541","ElectionReturns_P08_Cnty_Pct_Edwards_D","5",""
"542","ElectionReturns_P08_Cnty_Pct_Gravel_D","5",""
"543","ElectionReturns_P08_Cnty_Pct_Kucinich_D","5",""
"544","ElectionReturns_P08_Cnty_Pct_Obama_D","5",""
"545","ElectionReturns_P08_Cnty_Pct_Richardson_D","5",""
"546","ElectionReturns_P08_Cnty_Vote_Biden_D","10",""
"547","ElectionReturns_P08_Cnty_Vote_Clinton_D","10",""
"548","ElectionReturns_P08_Cnty_Vote_Dodd_D","10",""
"549","ElectionReturns_P08_Cnty_Vote_Edwards_D","10",""
"550","ElectionReturns_P08_Cnty_Vote_Gravel_D","10",""
"551","ElectionReturns_P08_Cnty_Vote_Kucinich_D","10",""
"552","ElectionReturns_P08_Cnty_Vote_Obama_D","10",""
"553","ElectionReturns_P08_Cnty_Vote_Richardson_D","10",""
"554","ElectionReturns_P08_Cnty_Pct_Giuliani_R","5",""
"555","ElectionReturns_P08_Cnty_Pct_Huckabee_R","5",""
"556","ElectionReturns_P08_Cnty_Pct_Hunter_R","5",""
"557","ElectionReturns_P08_Cnty_Pct_Keyes_R","5",""
"558","ElectionReturns_P08_Cnty_Pct_McCain_R","5",""
"559","ElectionReturns_P08_Cnty_Pct_Paul_R","5",""
"560","ElectionReturns_P08_Cnty_Pct_Romney_R","5",""
"561","ElectionReturns_P08_Cnty_Pct_Thompson_R","5",""
"562","ElectionReturns_P08_Cnty_Vote_Giuliani_R","10",""
"563","ElectionReturns_P08_Cnty_Vote_Huckabee_R","10",""
"564","ElectionReturns_P08_Cnty_Vote_Hunter_R","10",""
"565","ElectionReturns_P08_Cnty_Vote_Keyes_R","10",""
"566","ElectionReturns_P08_Cnty_Vote_McCain_R","10",""
"567","ElectionReturns_P08_Cnty_Vote_Paul_R","10",""
"568","ElectionReturns_P08_Cnty_Vote_Romney_R","10",""
"569","ElectionReturns_P08_Cnty_Vote_Thompson_R","10",""
"570","ElectionReturns_P08CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"571","ElectionReturns_P08CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"572","ElectionReturns_P08CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"573","ElectionReturns_P08PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"574","ElectionReturns_P08PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"575","ElectionReturns_P08PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"576","ElectionReturns_P10CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"577","ElectionReturns_P10CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"578","ElectionReturns_P10CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"579","ElectionReturns_P10PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"580","ElectionReturns_P10PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"581","ElectionReturns_P10PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"582","ElectionReturns_P12_Cnty_Pct_Bachman_R","5",""
"583","ElectionReturns_P12_Cnty_Pct_Gingrich_R","5",""
"584","ElectionReturns_P12_Cnty_Pct_Huntsman_R","5",""
"585","ElectionReturns_P12_Cnty_Pct_Paul_R","5",""
"586","ElectionReturns_P12_Cnty_Pct_Perry_R","5",""
"587","ElectionReturns_P12_Cnty_Pct_Romney_R","5",""
"588","ElectionReturns_P12_Cnty_Pct_Santorum_R","5",""
"589","ElectionReturns_P12_Cnty_Vote_Bachman_R","10",""
"590","ElectionReturns_P12_Cnty_Vote_Gingrich_R","10",""
"591","ElectionReturns_P12_Cnty_Vote_Huntsman_R","10",""
"592","ElectionReturns_P12_Cnty_Vote_Paul_R","10",""
"593","ElectionReturns_P12_Cnty_Vote_Perry_R","10",""
"594","ElectionReturns_P12_Cnty_Vote_Romney_R","10",""
"595","ElectionReturns_P12_Cnty_Vote_Santorum_R","10",""
"596","ElectionReturns_P12CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"597","ElectionReturns_P12CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"598","ElectionReturns_P12CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"599","ElectionReturns_P12PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"600","ElectionReturns_P12PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"601","ElectionReturns_P12PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"602","ElectionReturns_P14CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"603","ElectionReturns_P14CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"604","ElectionReturns_P14CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"605","ElectionReturns_P14PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"606","ElectionReturns_P14PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"607","ElectionReturns_P14PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"608","ElectionReturns_P16_Cnty_Pct_Bush_R","5",""
"609","ElectionReturns_P16_Cnty_Pct_Carson_R","5",""
"610","ElectionReturns_P16_Cnty_Pct_Christie_R","5",""
"611","ElectionReturns_P16_Cnty_Pct_Cruz_R","5",""
"612","ElectionReturns_P16_Cnty_Pct_Fiorina_R","5",""
"613","ElectionReturns_P16_Cnty_Pct_Kasich_R","5",""
"614","ElectionReturns_P16_Cnty_Pct_Rubio_R","5",""
"615","ElectionReturns_P16_Cnty_Pct_Trump_R","5",""
"616","ElectionReturns_P16_Cnty_Vote_Bush_R","10",""
"617","ElectionReturns_P16_Cnty_Vote_Carson_R","10",""
"618","ElectionReturns_P16_Cnty_Vote_Christie_R","10",""
"619","ElectionReturns_P16_Cnty_Vote_Cruz_R","10",""
"620","ElectionReturns_P16_Cnty_Vote_Fiorina_R","10",""
"621","ElectionReturns_P16_Cnty_Vote_Kasich_R","10",""
"622","ElectionReturns_P16_Cnty_Vote_Rubio_R","10",""
"623","ElectionReturns_P16_Cnty_Vote_Trump_R","10",""
"624","ElectionReturns_P16_Cnty_Pct_Clinton_D","5",""
"625","ElectionReturns_P16_Cnty_Pct_Sanders_D","5",""
"626","ElectionReturns_P16_Cnty_Vote_Clinton_D","10",""
"627","ElectionReturns_P16_Cnty_Vote_Sanders_D","10",""
"628","ElectionReturns_P16CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"629","ElectionReturns_P16CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"630","ElectionReturns_P16CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"631","ElectionReturns_P16PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"632","ElectionReturns_P16PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"633","ElectionReturns_P16PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"634","ElectionReturns_P18CountyTurnoutAllRegisteredVoters","5","County percentage of voters having voted in specified election"
"635","ElectionReturns_P18CountyTurnoutDemocrats","5","County percentage of specified party voters having voted in specified election"
"636","ElectionReturns_P18CountyTurnoutRepublicans","5","County percentage of specified party voters having voted in specified election"
"637","ElectionReturns_P18PrecinctTurnoutAllRegisteredVoters","5","Precinct percentage of voters having voted in specified election"
"638","ElectionReturns_P18PrecinctTurnoutDemocrats","5","Precinct percentage of specified party voters having voted in specified election"
"639","ElectionReturns_P18PrecinctTurnoutRepublicans","5","Precinct percentage of specified party voters having voted in specified election"
"640","FECDonors_AvgDonation","10","sum of donations divided by total number of donations over last four election cycles"
"641","FECDonors_AvgDonation_Range","20","Set range categories"
"642","FECDonors_LastDonationDate","30","date field"
"643","FECDonors_NumberOfDonations","10","integer representing total number of federal donations made over the last four election cycles"
"644","FECDonors_PrimaryRecipientOfContributions","200","Single candidate or organzation who received the largest combined contributions from this voter"
"645","FECDonors_TotalDonationsAmount","10","sum of donations over last four election cycles"
"646","FECDonors_TotalDonationsAmt_Range","20","Set range categories"
"647","Voters_VotingPerformanceEvenYearGeneral","12","Percentage of Even Year General Elections voted"
"648","Voters_VotingPerformanceEvenYearPrimary","12","Percentage of Even Year Primary Elections voted"
"649","Voters_VotingPerformanceEvenYearGeneralAndPrimary","12","Percentage of Even Year General and Primary Elections voted"
"650","Voters_VotingPerformanceMinorElection","12","Percentage of Minor Elections voted"
"651","General_2022","1",""
"652","Primary_2022","1",""
"653","OtherElection_2022","1",""
"654","AnyElection_2021","1",""
"655","General_2020","1",""
"656","Primary_2020","1",""
"657","PresidentialPrimary_2020","1",""
"658","OtherElection_2020","1",""
"659","AnyElection_2019","1",""
"660","General_2018","1",""
"661","Primary_2018","1",""
"662","OtherElection_2018","1",""
"663","AnyElection_2017","1",""
"664","General_2016","1",""
"665","Primary_2016","1",""
"666","PresidentialPrimary_2016","1",""
"667","OtherElection_2016","1",""
"668","AnyElection_2015","1",""
"669","General_2014","1",""
"670","Primary_2014","1",""
"671","OtherElection_2014","1",""
"672","AnyElection_2013","1",""
"673","General_2012","1",""
"674","Primary_2012","1",""
"675","PresidentialPrimary_2012","1",""
"676","OtherElection_2012","1",""
"677","AnyElection_2011","1",""
"678","General_2010","1",""
"679","Primary_2010","1",""
"680","OtherElection_2010","1",""
"681","AnyElection_2009","1",""
"682","General_2008","1",""
"683","Primary_2008","1",""
"684","PresidentialPrimary_2008","1",""
"685","OtherElection_2008","1",""
"686","AnyElection_2007","1",""
"687","General_2006","1",""
"688","Primary_2006","1",""
"689","OtherElection_2006","1",""
"690","AnyElection_2005","1",""
"691","General_2004","1",""
"692","Primary_2004","1",""
"693","PresidentialPrimary_2004","1",""
"694","OtherElection_2004","1",""
"695","AnyElection_2003","1",""
"696","General_2002","1",""
"697","Primary_2002","1",""
"698","OtherElection_2002","1",""
"699","AnyElection_2001","1",""
"700","General_2000","1",""
"701","Primary_2000","1",""
"702","PresidentialPrimary_2000","1",""
"703","OtherElection_2000","1",""
"704","PRI_BLT_2022","1",""
"705","PRI_BLT_2021","1",""
"706","PRI_BLT_2020","1",""
"707","PRI_BLT_2019","1",""
"708","PRI_BLT_2018","1",""
"709","PRI_BLT_2017","1",""
"710","PRI_BLT_2016","1",""
"711","PRI_BLT_2015","1",""
"712","PRI_BLT_2014","1",""
"713","PRI_BLT_2013","1",""
"714","PRI_BLT_2012","1",""
"715","PRI_BLT_2011","1",""
"716","PRI_BLT_2010","1",""
"717","PRI_BLT_2009","1",""
"718","PRI_BLT_2008","1",""
"719","PRI_BLT_2007","1",""
"720","PRI_BLT_2006","1",""
"721","PRI_BLT_2005","1",""
"722","PRI_BLT_2004","1",""
"723","PRI_BLT_2003","1",""
"724","PRI_BLT_2002","1",""
"725","PRI_BLT_2001","1",""
"726","PRI_BLT_2000","1",""
"","","",""
"","Total Length:","31593",""
"","","",""
"","","",""
"Total Records Output:","4572639","",""
"Latest Registration Date:","12/01/2020","",""
"Total Residential HouseHolds:","2691704","",""
"Total Residential Phones:","1767082","",""
"","","",""
"Vote Dates:","","",""
"GE = General","","",""
"PR = Primary","","",""
"SP = Special","","",""
"RO = Runoff","","",""
"LM = Local or Municipal","","",""
"CG = Consolidated General","","",""
"CP = Consolidated Primary","","",""
"PP = Presidential Primary","","",""
"PB = Party ballot chosen by voter in this primary election","","",""
"","","",""
"DISTRICT NAMES FOLLOWED BY '(EST.)' ARE BEST ESTIMATES BASED ON AVAILABLE DATA AND SHOULD BE CONFIRMED BY THE USER. THESE ARE CASES WHERE THE STATE OR COUNTY-SUPPLIED VOTER DATA DID NOT CONTAIN CODES ALLOWING IDENTIFICATION OF THESE DISTRICTS. THEY MAY NOT DESCRIBE OFFICIAL DISTRICT BOUNDARIES.","","",""
"","","",""
"THIS FILE MAY CONTAIN CELL PHONE NUMBERS. TO THE BEST OF ITS ABILITY, L2 HAS IDENTIFIED THOSE NUMBERS AND CUSTOMER ACKNOWLEDGES SOLE RESPONSIBILITY FOR LEGAL USE OF THE SAME. SPECIFICALLY, CUSTOMER ACKNOWLEDGES THAT CERTAIN STATE LAWS RESTRICT THE USE OF SUCH NUMBERS AND THAT CUSTOMER HAS RESEARCHED AND MADE ITSELF AWARE OF THOSE RESTRICTIONS. BY ACCEPTING THIS FILE, CUSTOMER ACKNOWLEDGES ITS SOLE RESPONSIBILITY IN COMPLYING WITH ALL LAWS, RULES AND REGULATIONS GOVERNING CUSTOMER'S LAWFUL USE OF ANY DATA PROVIDED BY L2 AND AGREES TO INDEMNIFY AND HOLD HARMLESS L2 FROM ANY AND ALL CLAIMS ARISING FROM CUSTOMER'S USE OF ANY CONTENT OR SERVICES PROVIDED BY L2.","","",""
"","","",""
